Fighter,Elo,Opponent,Change
Devin Clark,936.83,Josh Stansbury,184.27
Devin Clark,1068.15,Jake Collier,131.32
Devin Clark,883.98,Jan Blachowicz,-184.17
Devin Clark,1033.13,Mike Rodriguez,149.15
Devin Clark,860.76,Aleksandar Rakic,-172.37
Devin Clark,1041.62,Darko Stosic,180.86
Devin Clark,949.04,Ryan Spann,-92.58
Devin Clark,1032.42,Dequan Townsend,83.38
Devin Clark,1216.28,Alonzo Menifield,183.86
Devin Clark,1056.47,Anthony Smith,-159.81
Devin Clark,942.18,Ion Cutelaba,-114.29
Devin Clark,1115.18,William Knight,173.0
Devin Clark,995.88,Azamat Murzakanov,-119.3
Devin Clark,1178.1,Da Woon Jung,182.22
Devin Clark,1022.08,Kennedy Nzechukwu,-156.02
Devin Clark,848.73,Marcin Prachnio,-173.35
John Allan,911.92,Roman Dolidze,-88.08
John Allan,848.44,Dustin Jacoby,-63.48
Jim Alers,1125.0,Alan Omer,125.0
Jim Alers,987.57,Chas Skelly,-137.43
Jim Alers,848.41,Jason Knight,-139.16
James Toney,848.2,Randy Couture,-151.8
Julian Sanchez,847.91,Mark Coleman,-152.09
Kit Cope,847.74,Kenny Florian,-152.26
Matt Lucas,847.69,Aaron Rosa,-152.31
William Knight,1151.29,Aleksa Camur,151.29
William Knight,1053.93,Da Woon Jung,-97.36
William Knight,1231.67,Fabio Cherant,177.74
William Knight,1397.79,Alonzo Menifield,166.12
William Knight,1205.63,Maxim Grishin,-192.16
William Knight,1032.63,Devin Clark,-173.0
William Knight,847.42,Marcin Prachnio,-185.21
Shunichi Shimizu,847.4,Kyung Ho Kang,-152.6
Dan Miller,1260.76,Rob Kimmons,260.76
Dan Miller,1338.1,Matt Horwich,77.34
Dan Miller,1506.84,Jake Rosholt,168.74
Dan Miller,1308.93,Chael Sonnen,-197.91
Dan Miller,1236.75,Demian Maia,-72.18
Dan Miller,1166.51,Michael Bisping,-70.24
Dan Miller,1306.19,John Salter,139.68
Dan Miller,1361.46,Joe Doerksen,55.27
Dan Miller,1300.89,Nate Marquardt,-60.57
Dan Miller,1215.15,Rousimar Palhares,-85.74
Dan Miller,1269.71,Ricardo Funch,54.56
Dan Miller,995.92,Jordan Mein,-273.79
Dan Miller,847.3,Trevor Smith,-148.62
Michelle Waterson-Gomez,1099.12,Angela Magana,99.12
Michelle Waterson-Gomez,1368.37,Paige VanZant,269.25
Michelle Waterson-Gomez,1194.18,Rose Namajunas,-174.19
Michelle Waterson-Gomez,1109.44,Tecia Pennington,-84.74
Michelle Waterson-Gomez,1228.39,Cortney Casey,118.95
Michelle Waterson-Gomez,1375.3,Felice Herrig,146.91
Michelle Waterson-Gomez,1474.86,Karolina Kowalkiewicz,99.56
Michelle Waterson-Gomez,1344.43,Joanna Jedrzejczyk,-130.43
Michelle Waterson-Gomez,1195.41,Carla Esparza,-149.02
Michelle Waterson-Gomez,1283.12,Angela Hill,87.71
Michelle Waterson-Gomez,1195.62,Marina Rodriguez,-87.5
Michelle Waterson-Gomez,1095.61,Amanda Lemos,-100.01
Michelle Waterson-Gomez,1000.39,Luana Pinheiro,-95.22
Michelle Waterson-Gomez,909.52,Marina Rodriguez,-90.87
Michelle Waterson-Gomez,847.29,Gillian Robertson,-62.23
Minoki Ichihara,846.98,Royce Gracie,-153.02
David Michaud,875.0,Li Jingliang,-125.0
David Michaud,957.25,Garett Whiteley,82.25
David Michaud,846.75,Olivier Aubin-Mercier,-110.5
Will Chope,846.63,Max Holloway,-153.37
Willie Gates,933.68,John Moraga,-66.32
Willie Gates,1122.32,Darrell Montague,188.64
Willie Gates,1015.08,Dustin Ortiz,-107.24
Willie Gates,846.34,Yuta Sasaki,-168.74
Neil Seery,898.94,Brad Pickett,-101.06
Neil Seery,1002.32,Phil Harris,103.38
Neil Seery,1172.51,Chris Beal,170.19
Neil Seery,1041.12,Louis Smolka,-131.39
Neil Seery,995.01,Jon Delos Reyes,-46.11
Neil Seery,933.69,Kyoji Horiguchi,-61.32
Neil Seery,846.26,Alexandre Pantoja,-87.43
Zachary Scroggin,845.06,Elizeu Zaleski dos Santos,-154.94
Alberto Crane,941.25,Roger Huerta,-58.75
Alberto Crane,844.4,Kurt Pellegrino,-96.85
Yuki Kondo,1125.0,Alexandre Dantas,125.0
Yuki Kondo,960.97,Tito Ortiz,-164.03
Yuki Kondo,844.36,Vladimir Matyushenko,-116.61
Chris Brennan,1225.0,Courtney Turner,225.0
Chris Brennan,984.06,Pat Miletich,-240.94
Chris Brennan,844.23,Gil Castillo,-139.83
Reese Andy,927.73,Brandon Vera,-72.27
Reese Andy,844.16,Matt Hamill,-83.57
John Lober,843.87,Frank Shamrock,-156.13
Christian Aguilera,1225.0,Anthony Ivy,225.0
Christian Aguilera,1087.18,Sean Brady,-137.82
Christian Aguilera,843.75,Carlston Harris,-243.43
Brendson Ribeiro,775.0,Zhang Mingyang,-225.0
Brendson Ribeiro,692.75,Magomed Gadzhiyasulov,-82.25
Brendson Ribeiro,842.42,Caio Machado,149.67
Josh Hendricks,842.34,Gabriel Gonzaga,-157.66
Khusein Askhabov,842.25,Jamall Emmers,-157.75
Takeya Mizugaki,1125.0,Reuben Duran,125.0
Takeya Mizugaki,1021.01,Brian Bowles,-103.99
Takeya Mizugaki,1141.22,Cole Escovedo,120.21
Takeya Mizugaki,1009.3,Chris Cariaso,-131.92
Takeya Mizugaki,1133.26,Jeff Hougland,123.96
Takeya Mizugaki,1261.87,Bryan Caraway,128.61
Takeya Mizugaki,1442.18,Erik Perez,180.31
Takeya Mizugaki,1498.49,Nam Phan,56.31
Takeya Mizugaki,1566.58,Francisco Rivera,68.09
Takeya Mizugaki,1288.58,Dominick Cruz,-278.0
Takeya Mizugaki,1154.11,Aljamain Sterling,-134.47
Takeya Mizugaki,1222.02,George Roop,67.91
Takeya Mizugaki,1063.19,Cody Garbrandt,-158.83
Takeya Mizugaki,842.02,Eddie Wineland,-221.17
Robert Bryczek,842.01,Ihor Potieria,-157.99
Yazmin Jauregui,1125.0,Iasmin Lucindo,125.0
Yazmin Jauregui,1212.71,Istela Nunes,87.71
Yazmin Jauregui,954.81,Denise Gomes,-257.9
Yazmin Jauregui,1096.12,Sam Hughes,141.31
Yazmin Jauregui,841.39,Ketlen Souza,-254.73
Gabriel Benitez,1125.0,Humberto Brown Morrison,125.0
Gabriel Benitez,1239.17,Clay Collard,114.17
Gabriel Benitez,958.33,Andre Fili,-280.84
Gabriel Benitez,1119.95,Sam Sicilia,161.62
Gabriel Benitez,980.34,Enrique Barzola,-139.61
Gabriel Benitez,1143.44,Jason Knight,163.1
Gabriel Benitez,1391.83,Humberto Bandenay,248.39
Gabriel Benitez,1157.0,Sodiq Yusuff,-234.83
Gabriel Benitez,1020.64,Omar Morales,-136.36
Gabriel Benitez,1250.2,Justin Jaynes,229.56
Gabriel Benitez,1116.89,Billy Quarantillo,-133.31
Gabriel Benitez,843.55,David Onama,-273.34
Gabriel Benitez,1040.49,Charlie Ontiveros,196.94
Gabriel Benitez,984.88,Jim Miller,-55.61
Gabriel Benitez,840.72,Maheshate,-144.16
Max Rohskopf,840.57,Austin Hubbard,-159.43
Yosdenis Cedeno,875.0,Ernest Chavez,-125.0
Yosdenis Cedeno,1125.88,Jerrod Sanders,250.88
Yosdenis Cedeno,1000.69,Chad Laprise,-125.19
Yosdenis Cedeno,840.55,Cody Pfister,-160.14
Nadia Kassem,1094.84,Alex Chambers,94.84
Nadia Kassem,991.77,Montana De La Rosa,-103.07
Nadia Kassem,840.3,Ji Yeon Kim,-151.47
Austin Lingo,875.0,Youssef Zalal,-125.0
Austin Lingo,994.61,Jacob Kilburn,119.61
Austin Lingo,1143.13,Luis Saldana,148.52
Austin Lingo,978.98,Nate Landwehr,-164.15
Austin Lingo,840.15,Melquizael Costa,-138.83
Jeff Newton,840.07,Sam Hoger,-159.93
Blake Bilder,1089.05,Shane Young,89.05
Blake Bilder,925.26,Kyle Nelson,-163.79
Blake Bilder,839.18,JeongYeong Lee,-86.08
Jon Delos Reyes,760.75,Dustin Kimura,-239.25
Jon Delos Reyes,598.06,Kyoji Horiguchi,-162.69
Jon Delos Reyes,792.13,Roldan Sangcha'an,194.07
Jon Delos Reyes,838.24,Neil Seery,46.11
Greg Stott,837.42,Mark Kerr,-162.58
Guilherme Vasconcelos,837.17,Luke Zachrich,-162.83
Stefan Sekulic,933.87,Ramazan Emeev,-66.13
Stefan Sekulic,836.24,Dwight Grant,-97.63
Rudyard Moncayo,836.06,Patrick Smith,-163.94
Niklas Backstrom,1257.13,Tom Niinimaki,257.13
Niklas Backstrom,977.08,Mike Wilkinson,-280.05
Niklas Backstrom,835.68,Noad Lahat,-141.4
Steve Vigneault,835.35,Mike Swick,-164.65
Russell Doane,1150.0,Leandro Issa,150.0
Russell Doane,1255.78,Marcus Brimage,105.78
Russell Doane,1171.25,Iuri Alcantara,-84.53
Russell Doane,983.39,Jerrod Sanders,-187.86
Russell Doane,775.64,Pedro Munhoz,-207.75
Russell Doane,620.76,Mirsad Bektic,-154.88
Russell Doane,892.57,Kwan Ho Kwak,271.81
Russell Doane,835.14,Rani Yahya,-57.43
Juliana Miller,1125.0,Brogan Walker,125.0
Juliana Miller,1076.23,Veronica Hardy,-48.77
Juliana Miller,835.03,Luana Santos,-241.2
Isabela de Padua,834.81,Ariane da Silva,-165.19
Jerrod Sanders,749.12,Yosdenis Cedeno,-250.88
Jerrod Sanders,936.98,Russell Doane,187.86
Jerrod Sanders,834.21,Felipe Arantes,-102.77
Geraldo de Freitas,1125.0,Felipe Colares,125.0
Geraldo de Freitas,978.84,Chris Gutierrez,-146.16
Geraldo de Freitas,834.11,Tony Gravely,-144.73
Hatsu Hioki,1102.7,George Roop,102.7
Hatsu Hioki,1258.7,Bart Palaszewski,156.0
Hatsu Hioki,1110.97,Ricardo Lamas,-147.73
Hatsu Hioki,1030.19,Clay Guida,-80.78
Hatsu Hioki,964.91,Darren Elkins,-65.28
Hatsu Hioki,1105.76,Ivan Menjivar,140.85
Hatsu Hioki,967.27,Charles Oliveira,-138.49
Hatsu Hioki,833.9,Dan Hooker,-133.37
Elizabeth Phillips,875.0,Valerie Letourneau,-125.0
Elizabeth Phillips,775.88,Milana Dudieva,-99.12
Elizabeth Phillips,894.15,Jessamyn Duke,118.27
Elizabeth Phillips,832.98,Raquel Pennington,-61.17
Roger Zapata,832.25,Shinsho Anzai,-167.75
James Head,900.88,Nick Ring,-99.12
James Head,1114.57,Papy Abedi,213.69
James Head,1307.31,Brian Ebersole,192.74
James Head,1119.31,Mike Pyle,-188.0
James Head,831.83,Jason High,-287.48
Darrick Minner,898.1,Grant Dawson,-101.9
Darrick Minner,1144.49,TJ Laramie,246.39
Darrick Minner,1290.1,Charles Rosa,145.61
Darrick Minner,1135.2,Darren Elkins,-154.9
Darrick Minner,1051.13,Ryan Hall,-84.07
Darrick Minner,831.57,Shayilan Nuerdanbieke,-219.56
Justin Scoggins,1225.0,Richie Vaculik,225.0
Justin Scoggins,1281.72,Will Campuzano,56.72
Justin Scoggins,1126.29,Dustin Ortiz,-155.43
Justin Scoggins,999.75,John Moraga,-126.54
Justin Scoggins,1084.83,Josh Sampo,85.08
Justin Scoggins,1256.57,Ray Borg,171.74
Justin Scoggins,1110.01,Pedro Munhoz,-146.56
Justin Scoggins,944.66,Yuta Sasaki,-165.35
Justin Scoggins,831.51,Said Nurmagomedov,-113.15
Ricky Glenn,942.96,Evan Dunham,-57.04
Ricky Glenn,1014.71,Phillipe Nover,71.75
Ricky Glenn,1156.67,Gavin Tucker,141.96
Ricky Glenn,1266.42,Dennis Bermudez,109.75
Ricky Glenn,1093.04,Kevin Aguilar,-173.38
Ricky Glenn,1331.51,Joaquim Silva,238.47
Ricky Glenn,1383.4,Grant Dawson,51.89
Ricky Glenn,1093.07,Christos Giagos,-290.33
Ricky Glenn,933.84,Drew Dober,-159.23
Ricky Glenn,831.1,Song Kenan,-102.74
Stanislav Nedkov,1246.17,Luiz Cane,246.17
Stanislav Nedkov,1041.19,Tom Watson,-204.98
Stanislav Nedkov,830.05,Nikita Krylov,-211.14
AJ Cunningham,829.43,Ludovit Klein,-170.57
Jason Knight,921.16,Tatsuya Kawajiri,-78.84
Jason Knight,1060.32,Jim Alers,139.16
Jason Knight,1222.75,Dan Hooker,162.43
Jason Knight,1339.88,Alex Caceres,117.13
Jason Knight,1174.94,Ricardo Lamas,-164.94
Jason Knight,1011.84,Gabriel Benitez,-163.1
Jason Knight,937.63,Makwan Amirkhani,-74.21
Jason Knight,829.11,Jordan Rinaldi,-108.52
Rory Markham,1225.0,Brodie Farber,225.0
Rory Markham,986.25,Dan Hardy,-238.75
Rory Markham,829.1,Nate Diaz,-157.15
Raphael Pessoa,775.0,Ciryl Gane,-225.0
Raphael Pessoa,929.19,Jeff Hughes,154.19
Raphael Pessoa,829.01,Tanner Boser,-100.18
Carli Judice,828.94,Gabriella Fernandes,-171.06
Jesse Lennox,1125.0,Danillo Villefort,125.0
Jesse Lennox,991.44,Rick Story,-133.56
Jesse Lennox,828.54,Mike Pyle,-162.9
Sean McCorkle,1225.0,Mark Hunt,225.0
Sean McCorkle,1004.95,Stefan Struve,-220.05
Sean McCorkle,828.25,Christian Morecraft,-176.7
Matt Horwich,922.66,Dan Miller,-77.34
Matt Horwich,828.25,Ricardo Almeida,-94.41
Will Brooks,1180.56,Ross Pearson,180.56
Will Brooks,1082.87,Alex Oliveira,-97.69
Will Brooks,912.69,Charles Oliveira,-170.18
Will Brooks,828.16,Nik Lentz,-84.53
Rex Holman,828.14,Matt Hamill,-171.86
Hugo Viana,1125.0,John Teixeira,125.0
Hugo Viana,1329.17,Reuben Duran,204.17
Hugo Viana,1099.37,TJ Dillashaw,-229.8
Hugo Viana,979.89,Aljamain Sterling,-119.48
Hugo Viana,828.09,Guido Cannetti,-151.8
Bobby Moffett,900.88,Bryce Mitchell,-99.12
Bobby Moffett,827.54,Enrique Barzola,-73.34
Luke Sanders,1280.43,Maximo Blanco,280.43
Luke Sanders,1168.24,Iuri Alcantara,-112.19
Luke Sanders,958.48,Andre Soukhamthath,-209.76
Luke Sanders,1081.36,Patrick Williams,122.88
Luke Sanders,916.36,Rani Yahya,-165.0
Luke Sanders,1097.58,Renan Barao,181.22
Luke Sanders,953.49,Nate Maness,-144.09
Luke Sanders,827.17,Felipe Colares,-126.32
Junior Assuncao,749.87,Kurt Pellegrino,-250.13
Junior Assuncao,905.29,David Lee,155.42
Junior Assuncao,725.82,Nate Diaz,-179.47
Junior Assuncao,900.16,Eddie Yagin,174.34
Junior Assuncao,827.02,Ross Pearson,-73.14
Ryan Parker,826.63,Remco Pardoel,-173.37
Igor Zinoviev,826.17,Frank Shamrock,-173.83
Steven Nguyen,826.08,Jarno Errens,-173.92
Patrick Williams,850.0,Chris Beal,-150.0
Patrick Williams,1124.44,Alejandro Perez,274.44
Patrick Williams,948.67,Tom Duquesnoy,-175.77
Patrick Williams,825.79,Luke Sanders,-122.88
Cal Worsham,775.0,Paul Varelans,-225.0
Cal Worsham,1000.0,Zane Frazier,225.0
Cal Worsham,825.79,David Abbott,-174.21
Tim Gorman,937.3,Mitch Gagnon,-62.7
Tim Gorman,825.69,Thomas Almeida,-111.61
Carlos Huachin,894.47,Raoni Barcelos,-105.53
Carlos Huachin,825.6,Jose Quinonez,-68.87
Mauricio Rua,927.04,Forrest Griffin,-72.96
Mauricio Rua,1124.63,Mark Coleman,197.59
Mauricio Rua,1423.74,Chuck Liddell,299.11
Mauricio Rua,1390.38,Lyoto Machida,-33.36
Mauricio Rua,1688.07,Lyoto Machida,297.69
Mauricio Rua,1591.6,Jon Jones,-96.47
Mauricio Rua,1833.73,Forrest Griffin,242.13
Mauricio Rua,1701.8,Dan Henderson,-131.93
Mauricio Rua,1757.8,Brandon Vera,56.0
Mauricio Rua,1659.11,Alexander Gustafsson,-98.69
Mauricio Rua,1387.67,Chael Sonnen,-271.44
Mauricio Rua,1357.41,James Te Huna,-30.26
Mauricio Rua,1256.54,Dan Henderson,-100.87
Mauricio Rua,1082.58,Ovince Saint Preux,-173.96
Mauricio Rua,1270.07,Rogerio Nogueira,187.49
Mauricio Rua,1436.91,Corey Anderson,166.84
Mauricio Rua,1222.83,Anthony Smith,-214.08
Mauricio Rua,1355.5,Tyson Pedro,132.67
Mauricio Rua,1294.44,Paul Craig,-61.06
Mauricio Rua,1429.09,Rogerio Nogueira,134.65
Mauricio Rua,1241.32,Paul Craig,-187.77
Mauricio Rua,1088.01,Ovince Saint Preux,-153.31
Mauricio Rua,825.46,Ihor Potieria,-262.55
TJ Brown,817.16,Jordan Griffin,-182.84
TJ Brown,728.35,Danny Chavez,-88.81
TJ Brown,895.48,Kai Kamaka,167.13
TJ Brown,1039.11,Charles Rosa,143.63
TJ Brown,890.96,Shayilan Nuerdanbieke,-148.15
TJ Brown,1038.75,Erik Silva,147.79
TJ Brown,903.28,Bill Algeo,-135.47
TJ Brown,825.34,Darren Elkins,-77.94
Kyle Bradley,744.9,Chris Lytle,-255.1
Kyle Bradley,667.18,Joe Lauzon,-77.72
Kyle Bradley,932.36,Phillipe Nover,265.18
Kyle Bradley,825.12,Rafael Dos Anjos,-107.24
Askar Mozharov,824.99,Alonzo Menifield,-175.01
Ronald Jhun,824.98,Chris Lytle,-175.02
Andrea Lee,1097.34,Veronica Hardy,97.34
Andrea Lee,1181.98,Ashlee Evans-Smith,84.64
Andrea Lee,1355.94,Montana De La Rosa,173.96
Andrea Lee,1178.17,Joanne Wood,-177.77
Andrea Lee,1021.9,Lauren Murphy,-156.27
Andrea Lee,892.11,Roxanne Modafferi,-129.79
Andrea Lee,1096.47,Antonina Shevchenko,204.36
Andrea Lee,1259.5,Cynthia Calvillo,163.03
Andrea Lee,1151.31,Viviane Araujo,-108.19
Andrea Lee,1083.74,Maycee Barber,-67.57
Andrea Lee,1013.94,Natalia Silva,-69.8
Andrea Lee,939.06,Miranda Maverick,-74.88
Andrea Lee,824.66,Montana De La Rosa,-114.4
Melton Bowen,823.55,Steve Jennum,-176.45
Danilo Marques,1065.18,Khadis Ibragimov,65.18
Danilo Marques,1197.5,Mike Rodriguez,132.32
Danilo Marques,1061.24,Kennedy Nzechukwu,-136.26
Danilo Marques,823.16,Jailton Almeida,-238.08
John Howard,1142.95,Chris Wilson,142.95
John Howard,1274.85,Tamdan McCrory,131.9
John Howard,1333.78,Dennis Hallman,58.93
John Howard,1502.94,Daniel Roberts,169.16
John Howard,1312.44,Jake Ellenberger,-190.5
John Howard,1256.86,Thiago Alves,-55.58
John Howard,1081.68,Matt Brown,-175.18
John Howard,1166.68,Uriah Hall,85.0
John Howard,1089.0,Ryan LaFlare,-77.68
John Howard,1005.62,Brian Ebersole,-83.38
John Howard,734.31,Lorenz Larkin,-271.31
John Howard,931.72,Cathal Pendred,197.41
John Howard,822.88,Tim Means,-108.84
Jake Rosholt,831.26,Dan Miller,-168.74
Jake Rosholt,1025.36,Chris Leben,194.1
Jake Rosholt,822.71,Kendall Grove,-202.65
Neil Wain,822.68,Shane Carwin,-177.32
Aleksandra Albu,1150.0,Izabela Badurek,150.0
Aleksandra Albu,1207.3,Kailin Curran,57.3
Aleksandra Albu,933.44,Emily Whitmire,-273.86
Aleksandra Albu,822.63,Loma Lookboonmee,-110.81
Jim Mullen,822.27,Scott Ferrozzo,-177.73
Julio Paulino,902.96,Mike Pierce,-97.04
Julio Paulino,822.26,TJ Grant,-80.7
Herbert Burns,1225.0,Nate Landwehr,225.0
Herbert Burns,1457.77,Evan Dunham,232.77
Herbert Burns,1239.66,Daniel Pineda,-218.11
Herbert Burns,1062.0,Bill Algeo,-177.66
Herbert Burns,922.09,Julio Arce,-139.91
Herbert Burns,821.61,Jack Jenkins,-100.48
Mike Brown,773.81,Genki Sudo,-226.19
Mike Brown,691.74,Diego Nunes,-82.07
Mike Brown,619.99,Rani Yahya,-71.75
Mike Brown,787.85,Nam Phan,167.86
Mike Brown,984.6,Daniel Pineda,196.75
Mike Brown,821.52,Steven Siler,-163.08
Josh Copeland,900.88,Ruslan Magomedov,-99.12
Josh Copeland,821.52,Jared Rosholt,-79.36
Carlos Barreto,821.47,Dave Beneteau,-178.53
Kai Kamaka,1125.0,Tony Kelley,125.0
Kai Kamaka,949.12,Jonathan Pearce,-175.88
Kai Kamaka,781.99,TJ Brown,-167.13
Kai Kamaka,821.35,Danny Chavez,39.36
Ernest Chavez,1125.0,Yosdenis Cedeno,125.0
Ernest Chavez,1025.32,Elias Silverio,-99.68
Ernest Chavez,821.27,Zubaira Tukhugov,-204.05
Eduardo Garagorri,1091.08,Humberto Bandenay,91.08
Eduardo Garagorri,893.58,Ricardo Ramos,-197.5
Eduardo Garagorri,821.08,Darren Elkins,-72.5
Connor Matthews,820.89,Dennis Buzukja,-179.11
Pete Spratt,1225.0,Zach Light,225.0
Pete Spratt,956.1,Carlos Newton,-268.9
Pete Spratt,1161.78,Robbie Lawler,205.68
Pete Spratt,950.28,Josh Koscheck,-211.5
Pete Spratt,1084.28,Jeremy Jackson,134.0
Pete Spratt,962.46,Marcus Davis,-121.82
Pete Spratt,820.53,Tamdan McCrory,-141.93
Christos Giagos,800.88,Gilbert Burns,-199.12
Christos Giagos,1032.63,Jorge de Oliveira,231.75
Christos Giagos,961.82,Chris Wade,-70.81
Christos Giagos,1034.26,Charles Oliveira,72.44
Christos Giagos,1109.59,Mizuto Hirota,75.33
Christos Giagos,1264.61,Damir Hadzovic,155.02
Christos Giagos,1171.27,Drakkar Klose,-93.34
Christos Giagos,1244.33,Carlton Minus,73.06
Christos Giagos,1324.97,Sean Soriano,80.64
Christos Giagos,1117.16,Arman Tsarukyan,-207.81
Christos Giagos,918.64,Thiago Moises,-198.52
Christos Giagos,1208.97,Ricky Glenn,290.33
Christos Giagos,1019.33,Daniel Zellhuber,-189.64
Christos Giagos,820.05,Ignacio Bahamondes,-199.28
Ben Alloway,1225.0,Manuel Rodriguez,225.0
Ben Alloway,1057.25,Ryan LaFlare,-167.75
Ben Alloway,820.0,Zak Cummings,-237.25
Mandy Bohm,856.09,Ariane da Silva,-143.91
Mandy Bohm,705.1,Victoria Leonardo,-150.99
Mandy Bohm,819.52,Ji Yeon Kim,114.42
Sean Alvarez,819.49,Wesley Correira,-180.51
Alex Andrade,818.95,Amaury Bitetti,-181.05
Matt Hobar,763.03,Pedro Munhoz,-236.97
Matt Hobar,908.78,Aaron Phillips,145.75
Matt Hobar,818.53,Sergio Pettis,-90.25
Lando Vannata,924.8,Tony Ferguson,-75.2
Lando Vannata,1199.31,John Makdessi,274.51
Lando Vannata,1089.26,David Teymur,-110.05
Lando Vannata,1237.48,King Green,148.22
Lando Vannata,1103.14,Drakkar Klose,-134.34
Lando Vannata,1049.41,Matt Frevola,-53.73
Lando Vannata,1263.82,Marcos Mariano,214.41
Lando Vannata,1111.9,Marc Diakiese,-151.92
Lando Vannata,1265.1,Yancy Medeiros,153.2
Lando Vannata,1119.71,King Green,-145.39
Lando Vannata,1237.45,Mike Grundy,117.74
Lando Vannata,965.82,Charles Jourdain,-271.63
Lando Vannata,818.04,Daniel Zellhuber,-147.78
Landon Quinones,927.61,Nasrat Haqparast,-72.39
Landon Quinones,818.01,MarQuel Mederos,-109.6
Scott Baker,817.75,Jason DeLucia,-182.25
Rainy Martinez,817.75,Jerry Bohlander,-182.25
Marcus Bossett,1225.0,Eldo Xavier Dias,225.0
Marcus Bossett,1000.0,Dan Severn,-225.0
Marcus Bossett,817.75,Steve Nelmark,-182.25
John Dowdy,817.75,Guy Mezger,-182.25
Joe Son,817.75,Keith Hackney,-182.25
Fred Ettish,817.75,Johnny Rhodes,-182.25
Frank Caracci,817.75,Laverne Clark,-182.25
CM Punk,817.75,Mickey Gall,-182.25
Sung Bin Jo,817.62,Daniel Teymur,-182.38
Ian Loveland,1125.0,Tyler Toner,125.0
Ian Loveland,974.12,Joseph Benavidez,-150.88
Ian Loveland,817.47,Yves Jabouin,-156.65
Tor Troeng,1225.0,Adam Cella,225.0
Tor Troeng,1103.25,Rafael Natal,-121.75
Tor Troeng,937.19,Trevor Smith,-166.06
Tor Troeng,817.43,Krzysztof Jotko,-119.76
Danny Martinez,893.47,Chris Cariaso,-106.53
Danny Martinez,732.65,Scott Jorgensen,-160.82
Danny Martinez,656.15,Sirwan Kakai,-76.5
Danny Martinez,817.14,Richie Vaculik,160.99
Amilcar Alves,918.92,Mike Pierce,-81.08
Amilcar Alves,817.07,Charlie Brenneman,-101.85
Jamie Mullarkey,875.0,Brad Riddell,-125.0
Jamie Mullarkey,756.57,Fares Ziam,-118.43
Jamie Mullarkey,1042.18,Khama Worthy,285.61
Jamie Mullarkey,1231.79,Devonte Smith,189.61
Jamie Mullarkey,1123.92,Jalin Turner,-107.87
Jamie Mullarkey,1240.55,Michael Johnson,116.63
Jamie Mullarkey,1320.59,Francisco Prado,80.04
Jamie Mullarkey,1116.05,Muhammad Naimov,-204.54
Jamie Mullarkey,1253.18,John Makdessi,137.13
Jamie Mullarkey,1053.39,Nasrat Haqparast,-199.79
Jamie Mullarkey,816.95,Mauricio Ruffy,-236.44
Alexandre Ferreira,816.8,Vladimir Matyushenko,-183.2
Bibulatov Magomed,1143.77,Jenel Lausa,143.77
Bibulatov Magomed,925.86,John Moraga,-217.91
Bibulatov Magomed,816.63,Rogerio Bontorin,-109.23
Tiago dos Santos e Silva,761.87,Mike de la Torre,-238.13
Tiago dos Santos e Silva,925.59,Clay Collard,163.72
Tiago dos Santos e Silva,816.41,Shane Burgos,-109.18
Phil Johns,815.72,Fabiano Iha,-184.28
Aaron Rosa,867.42,Joey Beltran,-132.58
Aaron Rosa,1019.73,Matt Lucas,152.31
Aaron Rosa,815.59,James Te Huna,-204.14
Rostem Akman,875.0,Sergey Khandozhko,-125.0
Rostem Akman,815.43,Jake Matthews,-59.57
Gasan Umalatov,849.92,Neil Magny,-150.08
Gasan Umalatov,1002.43,Paulo Thiago,152.51
Gasan Umalatov,907.5,Cathal Pendred,-94.93
Gasan Umalatov,815.33,Viscardi Andrade,-92.17
Peter Barrett,918.18,Youssef Zalal,-81.82
Peter Barrett,815.23,Chase Hooper,-102.95
Christian Wellisch,814.63,Cheick Kongo,-185.37
Christian Wellisch,944.11,Anthony Perosh,129.48
Christian Wellisch,1181.07,Scott Junk,236.96
Christian Wellisch,920.18,Shane Carwin,-260.89
Christian Wellisch,815.16,Jake O'Brien,-105.02
Kleydson Rodrigues,840.59,CJ Vergara,-159.41
Kleydson Rodrigues,1097.77,Shannon Ross,257.18
Kleydson Rodrigues,877.02,Farid Basharat,-220.75
Kleydson Rodrigues,815.1,Alatengheili,-61.92
Martin Sano,814.43,Matthew Semelsberger,-185.57
Robert McDaniel,1125.0,Gilbert Smith,125.0
Robert McDaniel,1049.35,Brad Tavares,-75.65
Robert McDaniel,813.77,Sean Strickland,-235.58
Francisco Rivera,849.12,Reuben Duran,-150.88
Francisco Rivera,967.95,Alex Soto,118.83
Francisco Rivera,803.9,Roland Delorme,-164.05
Francisco Rivera,999.97,Edwin Figueroa,196.07
Francisco Rivera,1153.36,George Roop,153.39
Francisco Rivera,1085.27,Takeya Mizugaki,-68.09
Francisco Rivera,1001.64,Urijah Faber,-83.63
Francisco Rivera,1226.83,Alex Caceres,225.19
Francisco Rivera,1037.64,John Lineker,-189.19
Francisco Rivera,870.57,Brad Pickett,-167.07
Francisco Rivera,813.37,Erik Perez,-57.2
Jay Silva,885.17,CB Dollaway,-114.83
Jay Silva,813.3,Chris Leben,-71.87
Jake Hecht,1195.85,Rich Attonito,195.85
Jake Hecht,968.8,TJ Waldburger,-227.05
Jake Hecht,813.22,Sean Pierson,-155.58
Alex Nicholson,892.75,Misha Cirkunov,-107.25
